Query_def	Query_len	Subject_id	Subject_def	Subject_accession	Subject_Len	WeightCoverage	Subject_Min_evalue	Subject_Mean_evalue	Subject_Max_evalue	Query_Start	Query_End	Subject_Start	Subject_End	Min_Identity	Max_Identity	Min_BitScore	Max_BitScore	Query_NonOverlapped_Hsp_Num	Subject_NonOverlapped_Hsp_Num
POA98657.1	711	ref|WP_026035722.1|	acid phosphatase [Cupriavidus sp. BIS7]	WP_026035722	711	0.9985935302390999	0.0	0.0	4.9E-324	1	710	1	708	0.6601671309192201	0.6601671309192201	920.998	920.998	1	1
POA98657.1	711	ref|WP_063394302.1|	acid phosphatase [Ralstonia mannitolilytica] 	WP_063394302	717	0.980309423347398	0.0	0.0	4.9E-324	15	711	18	714	0.6694915254237288	0.6694915254237288	918.302	918.302	1	1
POA98657.1	711	ref|WP_104564784.1|	acid phosphatase [Ralstonia mannitolilytica]	WP_104564784	717	0.980309423347398	0.0	0.0	4.9E-324	15	711	18	714	0.6694915254237288	0.6694915254237288	917.916	917.916	1	1
POA98657.1	711	ref|WP_096745903.1|	acid phosphatase [Ralstonia pickettii] 	WP_096745903	717	0.980309423347398	0.0	0.0	4.9E-324	15	711	18	714	0.6680790960451978	0.6680790960451978	916.761	916.761	1	1
POA98657.1	711	ref|WP_045241300.1|	acid phosphatase [Burkholderiaceae bacterium 16] 	WP_045241300	717	0.9704641350210971	0.0	0.0	4.9E-324	21	710	21	712	0.6695156695156695	0.6695156695156695	916.761	916.761	1	1
POA98657.1	711	ref|WP_064806857.1|	acid phosphatase [Ralstonia insidiosa] 	WP_064806857	715	1.0	0.0	0.0	4.9E-324	1	711	1	712	0.6431535269709544	0.6431535269709544	915.99	915.99	1	1
POA98657.1	711	emb|SUE24367.1|	Phospholipase C 2 precursor [Ralstonia mannitolilytica]	SUE24367	775	0.980309423347398	0.0	0.0	4.9E-324	15	711	76	772	0.6666666666666666	0.6666666666666666	915.22	915.22	1	1
POA98657.1	711	emb|SUE25727.1|	Phospholipase C 2 precursor [Ralstonia mannitolilytica] 	SUE25727	775	0.980309423347398	0.0	0.0	4.9E-324	15	711	76	772	0.6666666666666666	0.6666666666666666	914.835	914.835	1	1
POA98657.1	711	ref|WP_104654401.1|	acid phosphatase [Ralstonia insidiosa]	WP_104654401	715	1.0	0.0	0.0	4.9E-324	1	711	1	712	0.6459197786998617	0.6459197786998617	913.679	913.679	1	1
POA98657.1	711	ref|WP_045219890.1|	acid phosphatase [Ralstonia mannitolilytica] 	WP_045219890	717	0.980309423347398	0.0	0.0	4.9E-324	15	711	18	714	0.6666666666666666	0.6666666666666666	913.294	913.294	1	1
PRC94986.1	551	ref|WP_105529897.1|	acid phosphatase [Solimicrobium silvestre] 	WP_105529897	551	1.0	0.0	0.0	4.9E-324	1	551	1	551	1.0	1.0	1126.69	1126.69	1	1
PRC94986.1	551	ref|WP_133330032.1|	acid phosphatase [Sapientia aquatica] 	WP_133330032	555	1.0	0.0	0.0	4.9E-324	1	551	1	555	0.7963963963963964	0.7963963963963964	896.73	896.73	1	1
PRC94986.1	551	ref|WP_099416441.1|	acid phosphatase [Janthinobacterium sp. BJB412] 	WP_099416441	575	0.9981851179673321	0.0	0.0	4.9E-324	1	550	23	574	0.7355072463768116	0.7355072463768116	872.078	872.078	1	1
PRC94986.1	551	ref|WP_017876491.1|	acid phosphatase [Janthinobacterium sp. CG3]	WP_017876491	553	0.9981916817359855	0.0	0.0	4.9E-324	1	550	1	552	0.7463768115942029	0.7463768115942029	868.611	868.611	1	1
PRC94986.1	551	emb|SFL91651.1|	acid phosphatase [Rugamonas rubra]	SFL91651	554	0.9981949458483754	0.0	0.0	4.9E-324	1	550	1	553	0.7323688969258589	0.7323688969258589	863.603	863.603	1	1
PRC94986.1	551	gb|MQR00313.1|	acid phosphatase [Glaciimonas sp. GS1]	MQR00313	564	0.9927404718693285	0.0	0.0	4.9E-324	4	550	11	563	0.7377938517179023	0.7377938517179023	863.603	863.603	1	1
PRC94986.1	551	ref|WP_093387091.1|	acid phosphatase [Rugamonas rubra]	WP_093387091	576	0.9981851179673321	0.0	0.0	4.9E-324	1	550	23	575	0.7305605786618445	0.7305605786618445	862.833	862.833	1	1
PRC94986.1	551	ref|WP_038490489.1|	acid phosphatase [Janthinobacterium agaricidamnosum] 	WP_038490489	553	0.9746835443037974	0.0	0.0	4.9E-324	14	550	14	552	0.7365491651205937	0.7365491651205937	850.507	850.507	1	1
PRC94986.1	551	ref|WP_153234258.1|	acid phosphatase [Glaciimonas sp. GS1]	WP_153234258	532	0.9981203007518797	0.0	0.0	4.9E-324	25	550	1	531	0.7476459510357816	0.7476459510357816	844.343	844.343	1	1
PRC94986.1	551	ref|WP_110848766.1|	MULTISPECIES: acid phosphatase [unclassified Duganella] 	WP_110848766	553	0.9963702359346642	0.0	0.0	4.9E-324	2	550	4	552	0.7295825771324864	0.7295825771324864	843.573	843.573	1	1
PRC94986.1	551	ref|WP_050407114.1|	acid phosphatase [Massilia sp. NR 4-1] 	WP_050407114	554	0.9981949458483754	0.0	0.0	4.9E-324	1	550	1	553	0.7269439421338155	0.7269439421338155	841.262	841.262	1	1
PRC94986.1	551	ref|WP_135202086.1|	acid phosphatase [Duganella sp. DN04] 	WP_135202086	553	0.9963833634719711	0.0	0.0	4.9E-324	4	550	2	552	0.7295825771324864	0.7295825771324864	840.491	840.491	1	1
PRC94986.1	551	ref|WP_056153843.1|	acid phosphatase [Duganella sp. Leaf126] 	WP_056153843	564	0.9745916515426497	0.0	0.0	4.9E-324	14	550	18	563	0.7161172161172161	0.7161172161172161	838.951	838.951	1	1
PRC94986.1	551	ref|WP_154364303.1|	MULTISPECIES: acid phosphatase [unclassified Pseudoduganella]	WP_154364303	581	0.9800362976406534	0.0	0.0	4.9E-324	11	550	39	580	0.7250922509225092	0.7250922509225092	835.869	835.869	1	1
PRC94986.1	551	ref|WP_094445272.1|	acid phosphatase [Janthinobacterium sp. PC23-8] 	WP_094445272	552	0.9981884057971014	0.0	0.0	4.9E-324	1	550	1	551	0.7186932849364791	0.7186932849364791	835.099	835.099	1	1
PRC94986.1	551	gb|MRX10884.1|	acid phosphatase [Pseudoduganella sp. FT25W] 	MRX10884	552	0.9818840579710145	0.0	0.0	4.9E-324	11	550	10	551	0.7250922509225092	0.7250922509225092	834.713	834.713	1	1
PRC94986.1	551	ref|WP_092272870.1|	MULTISPECIES: acid phosphatase [unclassified Duganella] 	WP_092272870	555	0.9801801801801802	0.0	0.0	4.9E-324	11	550	11	554	0.7242647058823529	0.7242647058823529	834.328	834.328	1	1
PRC94986.1	551	ref|WP_070273096.1|	acid phosphatase [Duganella sp. HH101]	WP_070273096	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.7192028985507246	0.7192028985507246	832.402	832.402	1	1
PRC94986.1	551	gb|MRW93184.1|	acid phosphatase [Duganella sp. FT80W]	MRW93184	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.7210144927536232	0.7210144927536232	830.861	830.861	1	1
PRC94986.1	551	ref|WP_154381331.1|	acid phosphatase [Duganella sp. FT80W]	WP_154381331	570	0.9963702359346642	0.0	0.0	4.9E-324	2	550	16	569	0.7184115523465704	0.7184115523465704	830.861	830.861	1	1
PRC94986.1	551	ref|WP_070347051.1|	acid phosphatase [Janthinobacterium lividum] 	WP_070347051	547	0.9908592321755028	0.0	0.0	4.9E-324	12	550	5	546	0.7177121771217713	0.7177121771217713	830.476	830.476	1	1
PRC94986.1	551	ref|WP_152841276.1|	acid phosphatase [Rugamonas sp. FT29W]	WP_152841276	560	0.9927404718693285	0.0	0.0	4.9E-324	4	550	8	559	0.717391304347826	0.717391304347826	830.091	830.091	1	1
PRC94986.1	551	gb|MQA42135.1|	acid phosphatase [Rugamonas sp. FT29W]	MQA42135	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.717391304347826	0.717391304347826	829.706	829.706	1	1
PRC94986.1	551	ref|WP_029496294.1|	acid phosphatase [Janthinobacterium lividum]	WP_029496294	547	0.9908592321755028	0.0	0.0	4.9E-324	12	550	5	546	0.7177121771217713	0.7177121771217713	829.706	829.706	1	1
PRC94986.1	551	ref|WP_077402079.1|	acid phosphatase [Janthinobacterium sp. LM6] 	WP_077402079	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	829.321	829.321	1	1
PRC94986.1	551	ref|WP_070280463.1|	acid phosphatase [Janthinobacterium sp. MP5059B] 	WP_070280463	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	829.321	829.321	1	1
PRC94986.1	551	ref|WP_096234745.1|	acid phosphatase [Janthinobacterium svalbardensis] 	WP_096234745	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	828.935	828.935	1	1
PRC94986.1	551	gb|MQA19627.1|	acid phosphatase [Rugamonas sp. FT103W]	MQA19627	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.7137681159420289	0.7137681159420289	828.55	828.55	1	1
PRC94986.1	551	ref|WP_071078229.1|	acid phosphatase [Janthinobacterium lividum] 	WP_071078229	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	828.55	828.55	1	1
PRC94986.1	551	ref|WP_065306440.1|	acid phosphatase [Janthinobacterium sp. S3-2] 	WP_065306440	557	0.9981851179673321	0.0	0.0	4.9E-324	1	550	6	556	0.7114337568058077	0.7114337568058077	827.395	827.395	1	1
PRC94986.1	551	ref|WP_093558224.1|	acid phosphatase [Massilia namucuonensis] 	WP_093558224	545	0.9981851179673321	0.0	0.0	4.9E-324	1	550	1	544	0.7119565217391305	0.7119565217391305	827.395	827.395	1	1
PRC94986.1	551	ref|WP_070246189.1|	acid phosphatase [Duganella phyllosphaerae] 	WP_070246189	557	0.9964093357271095	0.0	0.0	4.9E-324	6	550	2	556	0.6990990990990991	0.6990990990990991	827.395	827.395	1	1
PRC94986.1	551	ref|WP_099387206.1|	acid phosphatase [Janthinobacterium sp. BJB301] 	WP_099387206	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	827.009	827.009	1	1
PRC94986.1	551	emb|SEN22255.1|	acid phosphatase [Duganella sp. CF517]	SEN22255	553	0.9963833634719711	0.0	0.0	4.9E-324	4	550	2	552	0.720508166969147	0.720508166969147	826.239	826.239	1	1
PRC94986.1	551	emb|SDF54561.1|	acid phosphatase [Duganella sp. OV458] 	SDF54561	563	0.9963702359346642	0.0	0.0	4.9E-324	2	550	4	562	0.7066189624329159	0.7066189624329159	824.313	824.313	1	1
PRC94986.1	551	ref|WP_090314313.1|	acid phosphatase [Duganella sp. CF517]	WP_090314313	550	0.98	0.0	0.0	4.9E-324	14	550	11	549	0.7291280148423006	0.7291280148423006	823.928	823.928	1	1
PRC94986.1	551	ref|WP_155473451.1|	acid phosphatase [Massilia buxea] 	WP_155473451	536	0.996268656716418	0.0	0.0	4.9E-324	19	550	2	535	0.7209737827715356	0.7209737827715356	823.928	823.928	1	1
PRC94986.1	551	ref|WP_070360812.1|	acid phosphatase [Duganella sp. HH105] 	WP_070360812	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.7192028985507246	0.7192028985507246	823.543	823.543	1	1
PRC94986.1	551	ref|WP_139092541.1|	acid phosphatase [Janthinobacterium lividum] 	WP_139092541	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7214022140221402	0.7214022140221402	823.543	823.543	1	1
PRC94986.1	551	ref|WP_154357279.1|	acid phosphatase [Pseudoduganella sp. FT26W]	WP_154357279	580	0.9963702359346642	0.0	0.0	4.9E-324	2	550	29	579	0.7150635208711433	0.7150635208711433	822.772	822.772	1	1
PRC94986.1	551	ref|WP_099375539.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium] 	WP_099375539	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	822.387	822.387	1	1
PRC94986.1	551	ref|WP_070289878.1|	acid phosphatase [Janthinobacterium sp. HH106] 	WP_070289878	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7200736648250461	0.7200736648250461	822.387	822.387	1	1
PRC94986.1	551	ref|WP_152257134.1|	acid phosphatase [Janthinobacterium sp. FT14W] 	WP_152257134	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.716390423572744	0.716390423572744	822.387	822.387	1	1
PRC94986.1	551	ref|WP_051991945.1|	acid phosphatase [Janthinobacterium lividum] 	WP_051991945	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7195571955719557	0.7195571955719557	822.002	822.002	1	1
PRC94986.1	551	ref|WP_128139871.1|	acid phosphatase [Janthinobacterium lividum] 	WP_128139871	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7195571955719557	0.7195571955719557	822.002	822.002	1	1
PRC94986.1	551	ref|WP_086138843.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium]	WP_086138843	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7195571955719557	0.7195571955719557	822.002	822.002	1	1
PRC94986.1	551	ref|WP_090180638.1|	MULTISPECIES: acid phosphatase [unclassified Duganella]	WP_090180638	552	0.9728260869565217	0.0	0.0	4.9E-324	16	550	15	551	0.7243947858472998	0.7243947858472998	821.617	821.617	1	1
PRC94986.1	551	ref|WP_070253446.1|	acid phosphatase [Janthinobacterium lividum] 	WP_070253446	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	821.617	821.617	1	1
PRC94986.1	551	gb|MRW84236.1|	acid phosphatase [Pseudoduganella sp. FT26W]	MRW84236	551	0.9963702359346642	0.0	0.0	4.9E-324	4	550	2	550	0.7176684881602914	0.7176684881602914	821.231	821.231	1	1
PRC94986.1	551	gb|KHA80749.1|	acid phosphatase [Janthinobacterium lividum]	KHA80749	547	0.9908592321755028	0.0	0.0	4.9E-324	12	550	5	546	0.716390423572744	0.716390423572744	821.231	821.231	1	1
PRC94986.1	551	ref|WP_152244699.1|	acid phosphatase [Janthinobacterium sp. FT58W] 	WP_152244699	555	0.9927404718693285	0.0	0.0	4.9E-324	4	550	7	554	0.7226277372262774	0.7226277372262774	821.231	821.231	1	1
PRC94986.1	551	ref|WP_070223819.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium] 	WP_070223819	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	820.846	820.846	1	1
PRC94986.1	551	ref|WP_072454770.1|	acid phosphatase [Janthinobacterium lividum] 	WP_072454770	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	820.846	820.846	1	1
PRC94986.1	551	ref|WP_086146145.1|	acid phosphatase [Janthinobacterium sp. GW458P]	WP_086146145	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	820.846	820.846	1	1
PRC94986.1	551	ref|WP_151093886.1|	acid phosphatase [Janthinobacterium sp. SLB01] 	WP_151093886	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7182320441988951	0.7182320441988951	820.461	820.461	1	1
PRC94986.1	551	ref|WP_152282632.1|	acid phosphatase [Janthinobacterium sp. FT13W] 	WP_152282632	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.716390423572744	0.716390423572744	820.461	820.461	1	1
PRC94986.1	551	ref|WP_099664729.1|	acid phosphatase [Janthinobacterium sp. 13] 	WP_099664729	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	820.076	820.076	1	1
PRC94986.1	551	ref|WP_052139852.1|	acid phosphatase [Janthinobacterium lividum]	WP_052139852	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	820.076	820.076	1	1
PRC94986.1	551	ref|WP_092610182.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium] 	WP_092610182	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	820.076	820.076	1	1
PRC94986.1	551	ref|WP_155435358.1|	acid phosphatase [Pseudoduganella danionis] 	WP_155435358	542	0.9944649446494465	0.0	0.0	4.9E-324	14	550	3	541	0.7222222222222222	0.7222222222222222	820.076	820.076	1	1
PRC94986.1	551	ref|WP_008449981.1|	acid phosphatase [Janthinobacterium sp. HH01] 	WP_008449981	554	0.9963898916967509	0.0	0.0	4.9E-324	4	550	2	553	0.7119565217391305	0.7119565217391305	820.076	820.076	1	1
PRC94986.1	551	ref|WP_092799709.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium] 	WP_092799709	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	819.691	819.691	1	1
PRC94986.1	551	ref|WP_099380154.1|	acid phosphatase [Janthinobacterium sp. BJB426] 	WP_099380154	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.714548802946593	0.714548802946593	819.691	819.691	1	1
PRC94986.1	551	ref|WP_091664204.1|	acid phosphatase [Massilia sp. PDC64] 	WP_091664204	545	0.9908256880733946	0.0	0.0	4.9E-324	13	550	5	544	0.7287822878228782	0.7287822878228782	819.691	819.691	1	1
PRC94986.1	551	ref|WP_046684763.1|	acid phosphatase [Janthinobacterium sp. KBS0711] 	WP_046684763	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	819.691	819.691	1	1
PRC94986.1	551	ref|WP_099408810.1|	acid phosphatase [Janthinobacterium sp. BJB304] 	WP_099408810	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	819.305	819.305	1	1
PRC94986.1	551	ref|WP_092712420.1|	MULTISPECIES: acid phosphatase [unclassified Janthinobacterium] 	WP_092712420	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7177121771217713	0.7177121771217713	819.305	819.305	1	1
PRC94986.1	551	ref|WP_070301582.1|	acid phosphatase [Janthinobacterium sp. HH104] 	WP_070301582	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	818.92	818.92	1	1
PRC94986.1	551	gb|TYQ21613.1|	acid phosphatase [Zoogloea ramigera]	TYQ21613	560	0.985480943738657	0.0	0.0	4.9E-324	8	550	12	559	0.7025547445255474	0.7025547445255474	818.92	818.92	1	1
PRC94986.1	551	ref|WP_121669019.1|	acid phosphatase [Janthinobacterium agaricidamnosum] 	WP_121669019	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7121771217712177	0.7121771217712177	818.92	818.92	1	1
PRC94986.1	551	ref|WP_154819762.1|	MULTISPECIES: acid phosphatase [Betaproteobacteria]	WP_154819762	553	0.9909584086799277	0.0	0.0	4.9E-324	8	550	5	552	0.7025547445255474	0.7025547445255474	818.92	818.92	1	1
PRC94986.1	551	ref|WP_141172517.1|	acid phosphatase [Janthinobacterium sp. SNU WT3] 	WP_141172517	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.712707182320442	0.712707182320442	818.535	818.535	1	1
PRC94986.1	551	ref|WP_076570815.1|	acid phosphatase [Janthinobacterium sp. TND4EL3] 	WP_076570815	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.714548802946593	0.714548802946593	818.535	818.535	1	1
PRC94986.1	551	ref|WP_133992584.1|	acid phosphatase [Janthinobacterium sp. 75] 	WP_133992584	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	818.535	818.535	1	1
PRC94986.1	551	ref|WP_028104117.1|	acid phosphatase [Pseudoduganella violaceinigra]	WP_028104117	550	0.9981851179673321	0.0	0.0	4.9E-324	1	550	1	549	0.7142857142857143	0.7142857142857143	818.535	818.535	1	1
PRC94986.1	551	ref|WP_116743848.1|	acid phosphatase [Janthinobacterium sp. 78] 	WP_116743848	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7108655616942909	0.7108655616942909	817.765	817.765	1	1
PRC94986.1	551	ref|WP_101480527.1|	acid phosphatase [Janthinobacterium sp. 61] 	WP_101480527	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7121771217712177	0.7121771217712177	817.765	817.765	1	1
PRC94986.1	551	ref|WP_070310474.1|	acid phosphatase [Janthinobacterium sp. HH107] 	WP_070310474	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.714548802946593	0.714548802946593	817.765	817.765	1	1
PRC94986.1	551	ref|WP_036172409.1|	acid phosphatase [Massilia sp. 9096]	WP_036172409	572	0.9963702359346642	0.0	0.0	4.9E-324	2	550	10	571	0.6797153024911032	0.6797153024911032	817.765	817.765	1	1
PRC94986.1	551	ref|WP_152254691.1|	acid phosphatase [Janthinobacterium sp. FT68W] 	WP_152254691	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	817.765	817.765	1	1
PRC94986.1	551	ref|WP_051958251.1|	acid phosphatase [Janthinobacterium sp. RA13]	WP_051958251	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	817.765	817.765	1	1
PRC94986.1	551	gb|OEZ97031.1|	phospholipase C 2 precursor [Duganella sp. HH101]	OEZ97031	522	0.9961685823754789	0.0	0.0	4.9E-324	31	550	2	521	0.7346153846153847	0.7346153846153847	817.765	817.765	1	1
PRC94986.1	551	ref|WP_099759869.1|	acid phosphatase [Janthinobacterium sp. 35] 	WP_099759869	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7103321033210332	0.7103321033210332	817.765	817.765	1	1
PRC94986.1	551	ref|WP_099402725.1|	acid phosphatase [Janthinobacterium sp. BJB312] 	WP_099402725	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7121771217712177	0.7121771217712177	817.379	817.379	1	1
PRC94986.1	551	ref|WP_102121042.1|	acid phosphatase [Janthinobacterium sp. ROICE36] 	WP_102121042	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7108655616942909	0.7108655616942909	817.379	817.379	1	1
PRC94986.1	551	ref|WP_072783740.1|	acid phosphatase [Duganella sacchari] 	WP_072783740	553	0.9746835443037974	0.0	0.0	4.9E-324	14	550	14	552	0.725417439703154	0.725417439703154	817.379	817.379	1	1
PRC94986.1	551	gb|MTW11207.1|	acid phosphatase [Pseudoduganella eburnea]	MTW11207	550	0.9854545454545455	0.0	0.0	4.9E-324	14	550	8	549	0.716390423572744	0.716390423572744	816.994	816.994	1	1
PRC94986.1	551	ref|WP_102298196.1|	acid phosphatase [Janthinobacterium sp. AD80] 	WP_102298196	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7158671586715867	0.7158671586715867	816.609	816.609	1	1
PRC94986.1	551	ref|WP_058048511.1|	acid phosphatase [Janthinobacterium sp. Ant5-2-1]	WP_058048511	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.7140221402214022	0.7140221402214022	816.609	816.609	1	1
PRC94986.1	551	ref|WP_100876402.1|	acid phosphatase [Janthinobacterium sp. 64] 	WP_100876402	554	0.983754512635379	0.0	0.0	4.9E-324	12	550	9	553	0.7137614678899082	0.7137614678899082	816.609	816.609	1	1
PRC94986.1	551	ref|WP_071324438.1|	acid phosphatase [Janthinobacterium sp. 1_2014MBL_MicDiv] 	WP_071324438	554	0.9783393501805054	0.0	0.0	4.9E-324	12	550	12	553	0.712707182320442	0.712707182320442	815.839	815.839	1	1
PRC94986.1	551	ref|WP_135190712.1|	acid phosphatase [Massilia sp. ONC3] 	WP_135190712	554	0.9981949458483754	0.0	0.0	4.9E-324	1	550	1	553	0.7129963898916968	0.7129963898916968	815.839	815.839	1	1
PRC94986.1	551	ref|WP_056143959.1|	acid phosphatase [Duganella sp. Leaf61] 	WP_056143959	557	0.9673321234119783	0.0	0.0	4.9E-324	18	550	22	556	0.7158878504672898	0.7158878504672898	815.839	815.839	1	1
PRC94986.1	551	gb|MPQ57972.1|	acid phosphatase [Duganella sp. FT27W]	MPQ57972	557	0.9745916515426497	0.0	0.0	4.9E-324	14	550	18	556	0.7087198515769945	0.7087198515769945	815.068	815.068	1	1
PRC94986.1	551	ref|WP_155463272.1|	acid phosphatase [Duganella radicis]	WP_155463272	569	0.9745916515426497	0.0	0.0	4.9E-324	14	550	29	568	0.7314814814814815	0.7314814814814815	814.298	814.298	1	1
PRC94986.1	551	ref|WP_154372931.1|	acid phosphatase [Duganella sp. FT92W] 	WP_154372931	545	0.9889908256880734	0.0	0.0	4.9E-324	13	550	6	544	0.7291280148423006	0.7291280148423006	813.913	813.913	1	1
PRC94986.1	551	gb|PTW77006.1|	acid phosphatase [Massilia sp. GV016] 	PTW77006	545	0.9908256880733946	0.0	0.0	4.9E-324	13	550	5	544	0.7203703703703703	0.7203703703703703	813.527	813.527	1	1
PRC94986.1	551	gb|PTW23830.1|	acid phosphatase [Massilia sp. GV045] 	PTW23830	545	0.9908256880733946	0.0	0.0	4.9E-324	13	550	5	544	0.7203703703703703	0.7203703703703703	813.142	813.142	1	1
PRC94986.1	551	ref|WP_130311412.1|	acid phosphatase [Duganella sp. BK054] 	WP_130311412	551	0.9945553539019963	0.0	0.0	4.9E-324	6	550	3	550	0.7096188747731398	0.7096188747731398	813.142	813.142	1	1
PRC94986.1	551	ref|WP_107875614.1|	MULTISPECIES: acid phosphatase [unclassified Massilia]	WP_107875614	552	0.9873188405797102	0.0	0.0	4.9E-324	8	550	7	551	0.7137614678899082	0.7137614678899082	813.142	813.142	1	1
PWU80585.1	526	gb|PWU80585.1|	phospholipase [Thaumarchaeota archaeon]	PWU80585	526	1.0	0.0	0.0	4.9E-324	1	526	1	526	1.0	1.0	1088.17	1088.17	1	1
PWU80585.1	526	dbj|GCE26889.1|	phospholipase C [Dictyobacter alpinus]	GCE26889	512	0.9921875	0.0	0.0	4.9E-324	1	519	1	508	0.603082851637765	0.603082851637765	643.269	643.269	1	1
PWU80585.1	526	ref|WP_126629403.1|	alkaline phosphatase family protein [Dictyobacter alpinus]	WP_126629403	509	0.9921414538310412	0.0	0.0	4.9E-324	4	519	1	505	0.6046511627906976	0.6046511627906976	640.573	640.573	1	1
PWU80585.1	526	ref|WP_126596316.1|	alkaline phosphatase family protein [Dictyobacter aurantiacus]	WP_126596316	518	0.967680608365019	0.0	0.0	4.9E-324	10	518	14	513	0.6164383561643836	0.6164383561643836	639.417	639.417	1	1
PWU80585.1	526	dbj|GCE05248.1|	phospholipase C [Dictyobacter aurantiacus]	GCE05248	515	0.970873786407767	0.0	0.0	4.9E-324	10	518	11	510	0.6164383561643836	0.6164383561643836	639.032	639.032	1	1
PWU80585.1	526	gb|TMB84469.1|	alkaline phosphatase family protein [Chloroflexi bacterium]	TMB84469	504	0.9543650793650794	0.0	0.0	4.9E-324	24	518	23	503	0.6325301204819277	0.6325301204819277	634.795	634.795	1	1
PWU80585.1	526	ref|WP_112430590.1|	alkaline phosphatase family protein [Thermogemmatispora tikiterensis] 	WP_112430590	505	0.994059405940594	0.0	0.0	4.9E-324	1	518	1	502	0.6015325670498084	0.6015325670498084	631.713	631.713	1	1
PWU80585.1	526	gb|TMD73274.1|	alkaline phosphatase family protein [Chloroflexi bacterium]	TMD73274	504	0.9543650793650794	0.0	0.0	4.9E-324	24	518	23	503	0.6345381526104418	0.6345381526104418	630.943	630.943	1	1
